Target,Horizonte,Algoritmo,RMSE_CV_macro_empresa,RMSE_CV_macro_empresa_std,MAE_CV_macro_empresa,SMAPE_CV_macro_empresa,SMAPE_CV_macro_empresa_std,R2_CV_macro_empresa,R2_CV_pooled,R2_within_CV,TheilU_CV_macro_empresa,DA_CV_macro_empresa,RMSE_CV_pooled,SMAPE_CV_pooled,n_folds_wf,transformacao,log_transform,best_params
TARGET_DRE_3.11_ITR_T1,_ITR_T1,RandomForest,487981.319835529,75041.21333115305,412320.17482983303,0.7916943591775354,0.20332312743624037,-0.8980769008647109,0.10900547896589419,0.08811919009864677,0.9324362217646097,0.3333333333333333,15125131.482073901,0.9330299530315904,3.0,arcsinh,False,"{'rf__max_depth': 5, 'rf__n_estimators': 200}"
TARGET_DRE_3.11_ITR_T1,_ITR_T1,GradientBoosting,455645.66091885016,22788.047906808366,377210.47296528314,0.7464501992645665,0.1889635686663516,-0.5602027467142473,0.1644466853632011,0.12597706010483736,0.7301366443249192,0.3333333333333333,14575330.439550137,0.8556814809431721,3.0,arcsinh,False,"{'gb__learning_rate': 0.03, 'gb__max_depth': 4, 'gb__n_estimators': 300, 'gb__subsample': 0.8}"
TARGET_DRE_3.11_ITR_T1,_ITR_T1,Ensemble,471813.4903771896,48914.63061898071,394765.3238975581,0.7690722792210509,0.196143348051296,-0.7291398237894791,0.13672608216454762,0.10704812510174207,0.8312864330447645,0.3333333333333333,14850230.96081202,0.8943557169873813,3.0,arcsinh,0.0,"{'gb__learning_rate': 0.03, 'gb__max_depth': 4, 'gb__n_estimators': 300, 'gb__subsample': 0.8}"
TARGET_DRE_3.11_ITR_T2,_ITR_T2,Ridge,1004002.2574760277,155951.76586401023,920400.6305192355,1.0,0.0,-6.205485500323808,-1.3882871914531337e+28,-8.906556035878414e+28,1.2948300287159624,0.3333333333333333,1.3207314684721514e+21,1.7046452394233989,3.0,arcsinh,False,{'ridge__alpha': 1000.0}
TARGET_DRE_3.11_ITR_T2,_ITR_T2,SVR,921310.1742895594,35569.581832577634,829376.861499936,1.0,0.0,-3.703286861076902,-0.07917961866879268,-0.008994437149713338,0.9642483939228974,0.3333333333333333,16990688.342061143,1.1643872768708532,3.0,arcsinh,False,"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}"
TARGET_DRE_3.11_ITR_T2,_ITR_T2,RandomForest,853595.7696272476,159080.69468625076,728953.8862827079,1.0,0.0,-3.37578935310833,-0.09291080124197808,3.064306489120039e-05,0.9629216141309943,0.3333333333333333,17110617.3676696,1.2631671093780612,3.0,arcsinh,False,"{'rf__max_depth': 3, 'rf__n_estimators': 200}"
TARGET_DRE_3.11_ITR_T2,_ITR_T2,GradientBoosting,572044.8148300258,32149.31802963126,489861.1979438265,0.716902436003659,0.160610101485535,-1.3249723377376588,0.029030463202203444,0.043069983922087385,0.7630433758679439,0.4444444444444444,16388362.63932947,0.892556439976525,3.0,arcsinh,False,"{'gb__learning_rate': 0.05, 'gb__max_depth': 3, 'gb__n_estimators': 200, 'gb__subsample': 0.8}"
TARGET_DRE_3.11_ITR_T2,_ITR_T2,Ensemble,712820.2922286367,95615.006357941,609407.5421132672,0.8584512180018296,0.0803050507427675,-2.350380845422994,-0.03194016901988732,0.021550313493489293,0.8629824949994691,0.38888888888888884,16749490.003499536,1.0778617746772932,3.0,arcsinh,0.0,"{'gb__learning_rate': 0.05, 'gb__max_depth': 3, 'gb__n_estimators': 200, 'gb__subsample': 0.8}"
TARGET_DRE_3.11_ITR_T3,_ITR_T3,Ridge,1143919.4674680026,100223.47265830504,986995.4318767748,1.0,0.0,-5.963985815284162,-2.0984273774903434e+26,-1.1254253858064219e+27,2.0,0.0,2.100404444597406e+20,1.735411337180638,3.0,arcsinh,False,{'ridge__alpha': 10000.0}
TARGET_DRE_3.11_ITR_T3,_ITR_T3,SVR,1009412.6569497309,139121.6678849908,909409.0868275646,1.0,0.0,-3.9043704640986605,-0.06542746576654605,0.055800102406233044,2.0,0.2222222222222222,17281168.056092035,1.1504879980062281,3.0,arcsinh,False,"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}"
TARGET_DRE_3.11_ITR_T3,_ITR_T3,RandomForest,939524.4049317986,104105.82609724297,852853.8290781785,1.0,0.0,-3.552680500534363,-0.09960440070390386,0.005087221357293485,1.9467425873405395,0.0,17507990.323196586,1.2117352631532328,3.0,arcsinh,False,"{'rf__max_depth': 3, 'rf__n_estimators': 200}"
TARGET_DRE_3.11_ITR_T3,_ITR_T3,GradientBoosting,572987.5957181907,85267.03888984089,448474.6687652008,0.8396154011205956,0.13733513113215445,-1.608262418652657,0.11679476623822775,0.04666589878585414,1.5568144994032487,0.4444444444444444,16209698.821778571,0.9648628384853654,3.0,arcsinh,False,"{'gb__learning_rate': 0.03, 'gb__max_depth': 3, 'gb__n_estimators': 200, 'gb__subsample': 0.8}"
TARGET_DRE_3.11_ITR_T3,_ITR_T3,Ensemble,756256.0003249946,94686.43249354193,650664.2489216897,0.9198077005602978,0.06866756556607723,-2.58047145959351,0.008595182767161945,0.025876560071573813,1.751778543371894,0.2222222222222222,16858844.572487578,1.0882990508192991,3.0,arcsinh,0.0,"{'gb__learning_rate': 0.03, 'gb__max_depth': 3, 'gb__n_estimators': 200, 'gb__subsample': 0.8}"
TARGET_DRE_3.11_DFP,_DFP,Ridge,2785584.7992039807,712223.1757712944,2670732.588857467,1.0,0.0,-135.34342100747511,-4.034880143804579e+29,-5.798271429135385e+30,2.0,0.2222222222222222,1.213322908287368e+22,1.382545720006414,3.0,arcsinh,False,{'ridge__alpha': 1000.0}
TARGET_DRE_3.11_DFP,_DFP,SVR,1533412.9572628636,250086.6522414468,1437918.976411201,0.9803878145132744,0.027735818703104136,-23.34037697351505,-0.09562273552731411,-0.09418400091483681,2.0,0.2222222222222222,32317285.031773094,1.0493598310105419,3.0,arcsinh,False,"{'svr__C': 1.0, 'svr__epsilon': 0.05, 'svr__gamma': 'scale'}"
TARGET_DRE_3.11_DFP,_DFP,RandomForest,909029.4747583136,31590.701099879487,808867.9232860984,0.7331539866978231,0.14645358285265064,-6.093207184044041,0.16863529987980266,0.028646254533472432,1.7665881626183406,0.1111111111111111,28617057.889919724,0.7935798528916472,3.0,arcsinh,False,"{'rf__max_depth': 5, 'rf__n_estimators': 100}"
TARGET_DRE_3.11_DFP,_DFP,GradientBoosting,1052158.3753090526,381222.97921935946,925653.2996050691,0.5326295473819607,0.1975332476213091,-4.700313806523514,0.44073183297436636,-0.2978303182164255,1.7582526265577876,0.3333333333333333,23005779.220625926,0.7024703565215691,3.0,arcsinh,False,"{'gb__learning_rate': 0.03, 'gb__max_depth': 4, 'gb__n_estimators': 300, 'gb__subsample': 0.8}"
TARGET_DRE_3.11_DFP,_DFP,Ensemble,980593.9250336832,206406.84015961946,867260.6114455838,0.6328917670398919,0.17199341523697986,-5.396760495283777,0.3046835664270845,-0.13459203184147656,1.762420394588064,0.2222222222222222,25811418.555272825,0.7480251047066082,3.0,arcsinh,0.0,"{'gb__learning_rate': 0.03, 'gb__max_depth': 4, 'gb__n_estimators': 300, 'gb__subsample': 0.8}"
TARGET_EBITDA_ITR_T1,_ITR_T1,Ridge,3554879.9612838696,555067.6771262056,3030080.808301342,0.4550713444963559,0.022305423424323793,-0.7245963996081194,-0.604767430581837,-8.17717439851048,0.7469218915156518,0.4444444444444444,16957645.69197418,0.5222199832633686,3.0,log1p,True,{'ridge__alpha': 100.0}
TARGET_EBITDA_ITR_T1,_ITR_T1,SVR,5332024.7491859,1198318.4047574578,4418789.95471821,0.9843596876794086,0.022118741803531284,-3.73703361677437,-0.23886953351146514,-0.652702807181572,1.4154798737441248,0.3333333333333333,15617354.6326792,1.0108723764225183,3.0,log1p,True,"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}"
TARGET_EBITDA_ITR_T1,_ITR_T1,RandomForest,1727993.469465348,325184.41970205744,1464568.0161647566,0.2186182803748081,0.054779604868080686,0.626752283666317,0.8061615657610187,0.5465894904388906,0.35462836151394034,0.6666666666666666,5586573.986077893,0.25481580885426924,3.0,log1p,True,"{'rf__max_depth': 5, 'rf__n_estimators': 200}"
TARGET_EBITDA_ITR_T1,_ITR_T1,GradientBoosting,996371.2786141146,163728.6327950255,799044.5753462594,0.15423986887410684,0.043625897881925745,0.7628624379341183,0.8528271996415374,0.6597030346193079,0.2450602600581022,0.6666666666666666,4795440.855567049,0.19677931414985816,3.0,log1p,True,"{'gb__learning_rate': 0.03, 'gb__max_depth': 4, 'gb__n_estimators': 300, 'gb__subsample': 0.8}"
TARGET_EBITDA_ITR_T1,_ITR_T1,Ensemble,1362182.3740397312,244456.5262485415,1131806.295755508,0.18642907462445746,0.04920275137500321,0.6948073608002177,0.8294943827012781,0.6031462625290993,0.29984431078602125,0.6666666666666666,5191007.420822471,0.2257975615020637,3.0,log1p,1.0,"{'gb__learning_rate': 0.03, 'gb__max_depth': 4, 'gb__n_estimators': 300, 'gb__subsample': 0.8}"
TARGET_EBITDA_ITR_T2,_ITR_T2,Ridge,2772956.1369534433,123687.86519929756,2460362.9816604396,0.4636395312763413,0.03684576942344759,-1.0808083264410324,0.1519645316858874,-3.008270058938216,0.7018057694143232,0.6666666666666666,12572597.334291121,0.45602564675461305,3.0,log1p,True,{'ridge__alpha': 100.0}
TARGET_EBITDA_ITR_T2,_ITR_T2,SVR,6322740.133629594,775803.0156345533,5550902.800774134,0.9770184702654472,0.03250079103468524,-5.752896966220313,-0.199023703184695,-1.1070456897045604,1.2751212252060011,0.3333333333333333,15519710.479819173,0.9527709916307449,3.0,log1p,True,"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}"
TARGET_EBITDA_ITR_T2,_ITR_T2,RandomForest,1972248.5889390747,235957.05092713534,1627832.8187035744,0.25182850324279926,0.04486841882513604,0.1315337123731212,0.8112555233994542,0.46809681906689415,0.5283475759403917,0.6666666666666666,5733195.804222516,0.29033467725275147,3.0,log1p,True,"{'rf__max_depth': 5, 'rf__n_estimators': 200}"
TARGET_EBITDA_ITR_T2,_ITR_T2,GradientBoosting,1316358.7860063978,111545.92988187671,1110058.7604549325,0.19713143071266045,0.06326591894193283,0.4221892357619757,0.8442600240233835,0.5043584721930077,0.40618778738395483,0.6666666666666666,5254688.447813142,0.22903816759688592,3.0,log1p,True,"{'gb__learning_rate': 0.05, 'gb__max_depth': 4, 'gb__n_estimators': 300, 'gb__subsample': 0.8}"
TARGET_EBITDA_ITR_T2,_ITR_T2,Ensemble,1644303.6874727362,173751.49040450604,1368945.7895792534,0.22447996697772987,0.05406716888353444,0.27686147406754846,0.8277577737114188,0.4862276456299509,0.46726768166217325,0.6666666666666666,5493942.126017829,0.2596864224248187,3.0,log1p,1.0,"{'gb__learning_rate': 0.05, 'gb__max_depth': 4, 'gb__n_estimators': 300, 'gb__subsample': 0.8}"
TARGET_EBITDA_ITR_T3,_ITR_T3,Ridge,3880600.3124772613,822566.9834433896,3450833.5959681324,0.41767462378224884,0.08557925619969649,-0.5304856547410207,0.2633562103174691,-3.799620692167192,1.2603440072641545,0.5555555555555555,12104021.44826256,0.4657339366830681,3.0,log1p,True,{'ridge__alpha': 100.0}
TARGET_EBITDA_ITR_T3,_ITR_T3,SVR,7850684.97588331,1481375.4501269876,6430103.311478105,0.9694681623561116,0.02554000746905668,-4.364316124215422,-0.18641276028158615,-1.6447465183099998,2.0,0.1111111111111111,15682906.754882341,0.9268057565718401,3.0,log1p,True,"{'svr__C': 1.0, 'svr__epsilon': 0.05, 'svr__gamma': 'scale'}"
TARGET_EBITDA_ITR_T3,_ITR_T3,RandomForest,1626771.881174547,258451.24076241517,1410511.6807425187,0.19459656504295775,0.012660202214601396,0.6123306670800802,0.9131952721815889,0.6163675879707434,0.6286285015693484,0.6666666666666666,4129465.439612761,0.22491100395165473,3.0,log1p,True,"{'rf__max_depth': 5, 'rf__n_estimators': 200}"
TARGET_EBITDA_ITR_T3,_ITR_T3,GradientBoosting,1191734.9901444365,236956.9367799449,1035749.0518050711,0.14500885347770018,0.024810478536520485,0.7829683809875689,0.9552551920547913,0.7858093122696138,0.4434852808950825,0.6666666666666666,2955560.4678672943,0.1607444715003151,3.0,log1p,True,"{'gb__learning_rate': 0.05, 'gb__max_depth': 4, 'gb__n_estimators': 300, 'gb__subsample': 0.8}"
TARGET_EBITDA_ITR_T3,_ITR_T3,Ensemble,1409253.4356594917,247704.08877118002,1223130.3662737948,0.16980270926032898,0.01873534037556094,0.6976495240338245,0.9342252321181901,0.7010884501201786,0.5360568912322154,0.6666666666666666,3542512.9537400277,0.1928277377259849,3.0,log1p,1.0,"{'gb__learning_rate': 0.05, 'gb__max_depth': 4, 'gb__n_estimators': 300, 'gb__subsample': 0.8}"
TARGET_EBITDA_DFP,_DFP,Ridge,5227561.603540898,513431.05249078793,4710293.185915318,0.32519385898716174,0.03647002484887514,-14.778756756742515,0.4868491938456891,-18.116938953485757,2.0,0.0,11300830.886383405,0.4044126482031463,3.0,log1p,True,{'ridge__alpha': 100.0}
TARGET_EBITDA_DFP,_DFP,SVR,8862192.302814448,2780584.6897304463,8774842.292516055,0.9664944796938717,0.04420879850171748,-72.79088084075313,-0.2865813667821797,-8.339654408558717,2.0,0.2222222222222222,18169175.662702035,0.8638604187612757,3.0,log1p,True,"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}"
TARGET_EBITDA_DFP,_DFP,RandomForest,1690522.2495243996,184142.9456907103,1476572.154212701,0.14113829495632202,0.031063007902654344,-2.4173257129342036,0.9072857712092343,-0.2712159261349802,1.4047219433159681,0.2222222222222222,4720547.156333134,0.17198972995868259,3.0,log1p,True,"{'rf__max_depth': 5, 'rf__n_estimators': 200}"
TARGET_EBITDA_DFP,_DFP,GradientBoosting,1421932.0817555059,160796.52929402114,1205961.580740012,0.13472724915819906,0.025056737813785458,-1.1286198599114259,0.9261802521946588,-0.2824034091014693,1.1815822663440887,0.3333333333333333,4214216.6970420545,0.1516376290792166,3.0,log1p,True,"{'gb__learning_rate': 0.03, 'gb__max_depth': 4, 'gb__n_estimators': 300, 'gb__subsample': 0.8}"
TARGET_EBITDA_DFP,_DFP,Ensemble,1556227.1656399528,172469.7374923657,1341266.8674763564,0.13793277205726054,0.0280598728582199,-1.7729727864228146,0.9167330117019465,-0.2768096676182248,1.2931521048300283,0.2777777777777778,4467381.9266875945,0.1618136795189496,3.0,log1p,1.0,"{'gb__learning_rate': 0.03, 'gb__max_depth': 4, 'gb__n_estimators': 300, 'gb__subsample': 0.8}"
TARGET_BPA_1_ITR_T1,_ITR_T1,Ridge,13704327.408724168,331555.40229831735,12832829.922585318,0.448314813484852,0.10720570646772935,-125.60436953886523,0.7664219908058542,-91.37784685211427,2.0,0.2222222222222222,96347625.77090877,0.48743109900969195,3.0,log1p,True,{'ridge__alpha': 100.0}
TARGET_BPA_1_ITR_T1,_ITR_T1,SVR,19624530.74513991,4016469.1363762813,17961939.074144375,0.9162689846707256,0.045817431848532576,-443.5349840710166,-0.030230123458442486,-24.04495060018277,2.0,0.2222222222222222,206957887.60986567,0.9111574832309266,3.0,log1p,True,"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}"
TARGET_BPA_1_ITR_T1,_ITR_T1,RandomForest,2709403.2440387863,864495.3170160847,2405524.2800006387,0.09918124121032369,0.03382142727100953,-5.622199766694998,0.9633491607888027,-4.200221650906751,1.9865063781069157,0.3333333333333333,37270250.565746985,0.14900369843994168,3.0,log1p,True,"{'rf__max_depth': 5, 'rf__n_estimators': 200}"
TARGET_BPA_1_ITR_T1,_ITR_T1,GradientBoosting,3337215.899441393,1017905.040054235,2998917.6280220444,0.10495087666162119,0.038270310676773084,-5.455907984568873,0.9766170692722413,-6.012505972721992,1.942180673391323,0.3333333333333333,29986901.895192567,0.13763151877901056,3.0,log1p,True,"{'gb__learning_rate': 0.03, 'gb__max_depth': 4, 'gb__n_estimators': 300, 'gb__subsample': 0.8}"
TARGET_BPA_1_ITR_T1,_ITR_T1,Ensemble,3023309.57174009,941200.1785351599,2702220.9540113416,0.10206605893597244,0.03604586897389131,-5.539053875631936,0.969983115030522,-5.106363811814371,1.9643435257491193,0.3333333333333333,33628576.23046978,0.14331760860947612,3.0,log1p,1.0,"{'gb__learning_rate': 0.03, 'gb__max_depth': 4, 'gb__n_estimators': 300, 'gb__subsample': 0.8}"
TARGET_BPA_1_ITR_T2,_ITR_T2,Ridge,13818513.879004426,1187860.652133218,12834981.20943246,0.4347858587673614,0.12464485040242566,-196.59759908747466,0.7762105188301752,-219.8816423566066,2.0,0.3333333333333333,94179146.24468346,0.47863728273119066,3.0,log1p,True,{'ridge__alpha': 100.0}
TARGET_BPA_1_ITR_T2,_ITR_T2,SVR,19600620.547369644,3817006.130681601,18935221.542779595,0.8753489014407366,0.05005948058498903,-512.7411664204137,-0.030562797569058848,-44.63919542575484,2.0,0.2222222222222222,208780772.1209333,0.9025401597784993,3.0,log1p,True,"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}"
TARGET_BPA_1_ITR_T2,_ITR_T2,RandomForest,3356946.3529886683,524665.3537381892,3038576.410814762,0.09680514460661767,0.019992274071032344,-8.699596479157194,0.9728863875350511,-9.02902386517343,2.0,0.3333333333333333,32734819.55960456,0.14692741806010223,3.0,log1p,True,"{'rf__max_depth': 5, 'rf__n_estimators': 200}"
TARGET_BPA_1_ITR_T2,_ITR_T2,GradientBoosting,3734115.429238347,874582.3290579225,3511948.8461875306,0.08342195233273446,0.030277515503285723,-8.014617085375527,0.9864184027170672,-5.821736763981426,1.9353179100526192,0.3333333333333333,22880042.15779258,0.12843258289022777,3.0,log1p,True,"{'gb__learning_rate': 0.03, 'gb__max_depth': 4, 'gb__n_estimators': 300, 'gb__subsample': 0.8}"
TARGET_BPA_1_ITR_T2,_ITR_T2,Ensemble,3545530.8911135076,699623.8413980559,3275262.628501146,0.09011354846967606,0.025134894787159034,-8.35710678226636,0.9796523951260592,-7.425380314577428,1.9676589550263097,0.3333333333333333,27807430.85869857,0.137680000475165,3.0,log1p,1.0,"{'gb__learning_rate': 0.03, 'gb__max_depth': 4, 'gb__n_estimators': 300, 'gb__subsample': 0.8}"
TARGET_BPA_1_ITR_T3,_ITR_T3,Ridge,15010226.431969432,806834.4895864555,14130399.162248617,0.43554599901477303,0.08134628798153413,-332.45316255597146,0.7509220880227415,-238.8744587937656,2.0,0.3333333333333333,97371057.61783688,0.49775245199168766,3.0,log1p,True,{'ridge__alpha': 100.0}
TARGET_BPA_1_ITR_T3,_ITR_T3,SVR,18754888.837596286,2635269.482640195,18349071.489474002,0.8651591369380954,0.05716205039774682,-820.2249445738062,-0.0308375190926371,-51.91223266356488,2.0,0.2222222222222222,210200643.06387296,0.8904112034295918,3.0,log1p,True,"{'svr__C': 1.0, 'svr__epsilon': 0.05, 'svr__gamma': 'scale'}"
