Target,Horizonte,Algoritmo,RMSE_teste_macro_empresa,MAE_teste_macro_empresa,SMAPE_teste_macro_empresa,R2_teste_macro_empresa,R2_teste_pooled,R2_teste_within,TheilU_teste_macro_empresa,DA_teste_macro_empresa,RMSE_teste_pooled,SMAPE_teste_pooled,RMSE_baseline,Bateu_baseline,TheilU_ok
TARGET_DRE_3.01_ITR_T3,_ITR_T3,Ridge,5963001.745756213,4740972.355916966,0.34136289108542606,-0.1838797805477721,-1.5303988778417739,-7.107745904460144,1.1844417870186077,0.6666666666666666,104488415.0013966,0.4086230317428218,14663681.89936885,True,False
TARGET_DRE_3.01_ITR_T3,_ITR_T3,SVR,16274132.235562082,13994094.413183447,0.998762406913513,-3.768388267381066,-0.18209306798734803,0.1079800611523617,1.9634446131273693,0.29166666666666663,71416651.47296645,1.0407662562970603,14663681.89936885,False,False
TARGET_DRE_3.01_ITR_T3,_ITR_T3,RandomForest,2156544.986051452,1912139.4041371683,0.15622414957678085,0.7441518011194875,0.9104741215891037,0.7379982749984848,0.4762472647508825,0.6666666666666666,19653863.870958142,0.19238764902983002,14663681.89936885,True,True
TARGET_DRE_3.01_ITR_T3,_ITR_T3,GradientBoosting,1853770.0084583266,1404828.6823606729,0.1197569741989678,0.8928715495242239,0.9786793846966177,0.8943169134405509,0.29049553256819793,0.6666666666666666,9591212.54519713,0.1250277638966002,14663681.89936885,True,True
TARGET_DRE_3.01_ITR_T3,_ITR_T3,Ensemble,1729666.1829072842,1166296.5230373451,0.13194367698220355,0.8534037781241568,0.9558091072915429,0.8463316800698839,0.32592834584528996,0.6666666666666666,13808294.330236325,0.14552491501474238,14663681.89936885,True,True
TARGET_DRE_3.01_DFP,_DFP,Ridge,8276144.511149126,8271133.884966259,0.3068510087480309,,0.035528733155421266,,,0.0,111570812.75828722,0.31961494325053735,20187304.41584732,True,False
TARGET_DRE_3.01_DFP,_DFP,SVR,27990036.47061824,27990036.470618237,1.0,,-0.27092990521794813,,,0.0,128075703.27197222,1.027492551939692,20187304.41584732,False,False
TARGET_DRE_3.01_DFP,_DFP,RandomForest,4406943.114544164,3851421.473912075,0.13614521990769277,,0.9819209129196483,,,0.0,15275456.513096424,0.16241681499176694,20187304.41584732,True,False
TARGET_DRE_3.01_DFP,_DFP,GradientBoosting,2347635.9631837658,2012701.047752728,0.08947969596255252,,0.9914649210543912,,,0.0,10495659.215582442,0.10662540672536763,20187304.41584732,True,False
TARGET_DRE_3.01_DFP,_DFP,Ensemble,3133689.9949308545,2620708.744765613,0.12101719986129765,,0.9877322178899175,,,0.0,12583138.498688875,0.12660382039490417,20187304.41584732,True,False
TARGET_DRE_3.11_ITR_T1,_ITR_T1,Ridge,1518964.1958706973,1132035.5271450558,1.0,-11.180753155062323,-2.494805697576798,-10.89769500608266,2.0,0.5,22066186.78703784,1.3330297890741172,1328500.0276075772,False,False
TARGET_DRE_3.11_ITR_T1,_ITR_T1,SVR,1195295.711482869,1065969.6361696164,1.0,-2.857612501826511,-0.10711618335061246,0.0005770838880102547,1.4068948672531574,0.3333333333333333,12419736.222274553,1.3400223614896285,1328500.0276075772,True,False
TARGET_DRE_3.11_ITR_T1,_ITR_T1,RandomForest,466380.8015411975,393299.4613835022,0.42842224536037204,0.2516014192098893,0.7198323971562721,0.336439802249776,0.6483533407842469,0.5,6247765.630456053,0.5639430528655767,1328500.0276075772,True,True
TARGET_DRE_3.11_ITR_T1,_ITR_T1,GradientBoosting,314521.2593662957,297385.37157605,0.40410748600327395,0.4832659449467488,0.3920636934960632,-0.022909743866524224,0.5404714290677497,0.8,9203326.148395227,0.5287486898427192,1328500.0276075772,True,True
TARGET_DRE_3.11_ITR_T1,_ITR_T1,Ensemble,300350.6679870867,256652.4104273757,0.3844124917243814,0.5174833272627435,0.5314529151600202,0.13200228312993822,0.5301590998429455,0.6,8079647.107859859,0.500395963732011,1328500.0276075772,True,True
TARGET_DRE_3.11_ITR_T2,_ITR_T2,Ridge,1379734.13611912,1255772.685249953,1.0,-4.838334750577816,0.12547545512323954,-0.845781914571951,1.6158668024393645,0.25,12574304.069137584,1.4923128087108988,894516.2108850795,False,False
TARGET_DRE_3.11_ITR_T2,_ITR_T2,SVR,1286304.175909977,1126719.1603479641,1.0,-3.2102074659811572,-0.11074505595495698,0.002307690461544998,1.2294493981797892,0.325,14171151.826939153,1.2714571191742097,894516.2108850795,False,False
TARGET_DRE_3.11_ITR_T2,_ITR_T2,RandomForest,957840.6951883296,906558.508053986,0.8870989479219636,-1.8943164834187167,-0.08085770368298983,0.007541872504222336,1.0734692853965697,0.4,13979196.760839764,1.1161438872064542,894516.2108850795,False,False
TARGET_DRE_3.11_ITR_T2,_ITR_T2,GradientBoosting,761406.6258011925,716292.8935693451,0.6836057668636888,-0.7262099988233062,0.02288020844933847,-1.2451804189675708,0.8024592622044804,0.55,13291434.688962806,0.829808084375785,894516.2108850795,True,True
TARGET_DRE_3.11_ITR_T2,_ITR_T2,Ensemble,730059.5065511427,653110.6932141248,0.7678633194628053,-1.175775966304634,-0.009080325001228129,0.09421130734131267,0.9577480602119226,0.45,13507059.898551868,0.9689990781287653,894516.2108850795,True,True
TARGET_DRE_3.11_ITR_T3,_ITR_T3,Ridge,1258298.0802272593,1173707.5197626317,1.0,-5.647669509800995,-21.836897950493203,-143.16342601182916,2.0,0.0,74910422.18555056,1.7155337755303104,1349417.086546225,True,False
TARGET_DRE_3.11_ITR_T3,_ITR_T3,SVR,1103589.298083268,1045723.7500014784,1.0,-3.60883240546296,-0.10365561804478785,0.00015258949117435971,2.0,0.25,16467985.58934575,1.2220598916398029,1349417.086546225,True,False
TARGET_DRE_3.11_ITR_T3,_ITR_T3,RandomForest,860400.7225014926,792840.4185723539,0.9771361153987986,-2.4318140677944458,-0.07515557458984601,0.01637294042091586,1.9421451215862193,0.0,16253965.912594184,1.1812047430758148,1349417.086546225,True,False
TARGET_DRE_3.11_ITR_T3,_ITR_T3,GradientBoosting,520168.2024110692,449444.75400201627,0.6384558480338098,-0.5590788787390658,0.1823783846905972,0.2746181161326048,1.184228839654255,0.3333333333333333,14174242.912641803,0.9801917283368061,1349417.086546225,True,False
TARGET_DRE_3.11_ITR_T3,_ITR_T3,Ensemble,731603.2948875726,664037.6028793696,0.8748058486283372,-1.3563323401956722,-0.012997460488582302,0.1009329166705637,1.5704580532532808,0.25,15777125.036778795,1.0971853548597317,1349417.086546225,True,False
TARGET_DRE_3.11_DFP,_DFP,Ridge,2547838.915925036,2369422.508850127,1.0,,-70615.80117692899,,,0.0,2564864206.4790354,1.1928980158212703,1886251.004078902,False,False
TARGET_DRE_3.11_DFP,_DFP,SVR,2702266.0626196666,2702266.062619666,1.0,,-0.1586842872026366,,,0.0,10389458.561772805,1.286069785986465,1886251.004078902,False,False
TARGET_DRE_3.11_DFP,_DFP,RandomForest,811427.6781443604,786990.4034078695,0.5136931319976424,,0.8322442523159296,,,0.0,3953202.496396877,0.7612049859724702,1886251.004078902,True,False
TARGET_DRE_3.11_DFP,_DFP,GradientBoosting,761546.1462283218,630274.8022576914,0.2997126492349569,,-0.2108647200918652,,,0.0,10620822.953316934,0.6532129962622921,1886251.004078902,True,False
TARGET_DRE_3.11_DFP,_DFP,Ensemble,600565.1742767387,564444.0554720631,0.35009147357402587,,0.8881082298514309,,,0.0,3228564.214404347,0.626627186412957,1886251.004078902,True,False
TARGET_EBITDA_ITR_T1,_ITR_T1,Ridge,4110328.518723578,3240769.7564377673,0.41905836472034785,-0.06954100623729365,0.34188899996547195,-0.19347428551586443,0.8612756634485446,0.6,11338371.083998347,0.470698963093454,4818415.734246181,True,True
TARGET_EBITDA_ITR_T1,_ITR_T1,SVR,11859890.281951647,10492110.207144149,1.0,-3.291893412940758,-0.7713097946296441,-0.060512757045531274,1.509842044903506,0.2,18601516.57993933,1.2646891474913367,4818415.734246181,False,False
TARGET_EBITDA_ITR_T1,_ITR_T1,RandomForest,4692367.217362325,2974991.8269482027,0.34018296835878226,-0.0926551685961412,0.713497663944727,-0.5788193100527481,0.7554502008936052,0.6,7481095.095870061,0.32492456889431937,4818415.734246181,True,True
TARGET_EBITDA_ITR_T1,_ITR_T1,GradientBoosting,4459911.229568007,2437787.855700966,0.2482129230570136,0.25557956082901756,0.7709411446102624,-0.365968801928902,0.6748425184633258,0.6,6689206.986705113,0.25496158618387965,4818415.734246181,True,True
TARGET_EBITDA_ITR_T1,_ITR_T1,Ensemble,4572799.013628957,2589202.169333831,0.28038690677462974,0.20507063201688502,0.7425650375514995,-0.47167817437209925,0.7032407359320865,0.6,7091446.908664486,0.2820465629726849,4818415.734246181,True,True
TARGET_EBITDA_ITR_T2,_ITR_T2,Ridge,5703292.578566463,4589760.327796634,0.3702852447900658,-0.2636919449040841,-0.20120062600877953,-3.481161432873005,0.6510046322561402,0.75,15456671.209879892,0.4371981564727285,1426553.9743681625,False,True
TARGET_EBITDA_ITR_T2,_ITR_T2,SVR,11479296.652410287,10281047.762413803,1.0,-4.986890788543646,-0.729340787202251,-0.057534724808856685,1.3172229415409886,0.25,18545924.44682593,1.125890659482552,1426553.9743681625,False,False
TARGET_EBITDA_ITR_T2,_ITR_T2,RandomForest,1847277.0920214036,1529826.5663606212,0.22069370641465955,0.5358486464873139,0.9412076368844976,0.7153944702508581,0.4047258170052826,0.75,3419547.590269416,0.2272123769314985,1426553.9743681625,False,True
TARGET_EBITDA_ITR_T2,_ITR_T2,GradientBoosting,1142246.240453878,1083256.1623517182,0.14036253068443375,0.7342871787011703,0.9680198289683625,0.8333076802533925,0.3435075444441571,0.75,2522020.340592579,0.16116432079737245,1426553.9743681625,True,True
TARGET_EBITDA_ITR_T2,_ITR_T2,Ensemble,1401997.8668560674,1196007.1111999457,0.17498140350841976,0.6028022617649458,0.9592700535567659,0.7952598617238577,0.35103329033685726,0.75,2846198.0279767225,0.18564691146983303,1426553.9743681625,True,True
TARGET_EBITDA_ITR_T3,_ITR_T3,Ridge,4786537.003730832,3933143.0216672756,0.3908322475113796,-0.5864675666185024,-0.39320126457387405,-4.118611883740319,1.4083394103582094,0.6666666666666666,16692297.347255854,0.4453875307050313,6106944.815886427,True,False
TARGET_EBITDA_ITR_T3,_ITR_T3,SVR,10535669.000706999,9341285.786957556,1.0,-3.895941189532553,-0.5923051621617061,0.0951898728112962,2.0,0.25,17845237.566862796,1.0211304689899994,6106944.815886427,False,False
TARGET_EBITDA_ITR_T3,_ITR_T3,RandomForest,1125634.2937655358,958716.2451491072,0.14290193851953154,0.7970938449018565,0.9746264662882199,0.8341516763349419,0.40808336194306793,0.6666666666666666,2252680.8114054487,0.15314911564266073,6106944.815886427,True,True
TARGET_EBITDA_ITR_T3,_ITR_T3,GradientBoosting,1057268.64823691,971784.9729105268,0.09635189919952702,0.9008016414875128,0.9853026386099447,0.9328230010209972,0.29670962033951725,0.6666666666666666,1714465.9684105245,0.10251694684838028,6106944.815886427,True,True
TARGET_EBITDA_ITR_T3,_ITR_T3,Ensemble,969911.5425257445,796515.9945005005,0.1248404669314338,0.9010118556653783,0.983213800024164,0.8985866816181095,0.31730899000697554,0.6666666666666666,1832252.7352620452,0.12029801850032283,6106944.815886427,True,True
TARGET_EBITDA_DFP,_DFP,Ridge,4892311.628003855,4890116.0657746205,0.2498773277647368,,0.31631696790390995,,,0.0,13137520.044209609,0.34094588851547303,11599466.598820338,True,False
TARGET_EBITDA_DFP,_DFP,SVR,18824925.377691947,18824925.377691943,1.0,,-0.9392578475891311,,,0.0,22126043.896418136,0.9961997739408036,11599466.598820338,False,False
TARGET_EBITDA_DFP,_DFP,RandomForest,1179918.1029886,1008830.4239368351,0.05931849876064433,,0.9606312838616047,,,0.0,3152547.340760314,0.10369648525231641,11599466.598820338,True,False
TARGET_EBITDA_DFP,_DFP,GradientBoosting,1253271.142951985,1182845.848132152,0.10262515458084338,,0.9654483473885814,,,0.0,2953387.3010219005,0.1013559339478703,11599466.598820338,True,False
TARGET_EBITDA_DFP,_DFP,Ensemble,1138323.1264264719,1070072.478362112,0.08986408311897058,,0.9643816342968757,,,0.0,2998630.715140597,0.1009255476740551,11599466.598820338,True,False
TARGET_BPA_1_ITR_T1,_ITR_T1,Ridge,11783995.15347486,10845919.466544004,0.31961868428758705,-38.45882670555961,0.8002456495011822,-19.730894020970286,2.0,0.3333333333333333,103550131.6413799,0.366631139160045,3519011.7616215576,False,False
TARGET_BPA_1_ITR_T1,_ITR_T1,SVR,28203278.03298205,28088151.956192475,1.0,-542.9503138405124,-0.18965358813997524,-0.569373066048878,2.0,0.2,252704392.8051002,1.0639931932074846,3519011.7616215576,False,False
TARGET_BPA_1_ITR_T1,_ITR_T1,RandomForest,3577814.8413611325,3233617.930097133,0.06620508991559272,-2.019766520255603,0.977708048109069,-0.6953953951427854,1.8587489603235845,0.4,34592072.34543689,0.09224000598932447,3519011.7616215576,False,False
TARGET_BPA_1_ITR_T1,_ITR_T1,GradientBoosting,2669945.7465081387,2212718.5031288243,0.0535009627252001,-1.9806522839670464,0.9784460478397826,-0.5708835158944692,1.8235425101742193,0.4,34014648.64670745,0.07937401438291297,3519011.7616215576,True,False
TARGET_BPA_1_ITR_T1,_ITR_T1,Ensemble,2624350.505537736,2022032.7073313023,0.0716045925023356,-0.9790056504686002,0.9783587449896963,-0.5643655768166038,1.6393761979277435,0.4,34083466.06837271,0.08006114518140463,3519011.7616215576,True,False
TARGET_BPA_1_ITR_T2,_ITR_T2,Ridge,11895855.066658774,11046902.902944554,0.30104274808624953,-120.11955270222484,0.8465958109763803,-24.824427397418955,2.0,0.25,92319487.55639401,0.38017886438989346,4758366.568897272,False,False
TARGET_BPA_1_ITR_T2,_ITR_T2,SVR,28329620.361321528,28279562.301284093,1.0,-581.1920113538777,-0.19125383386158812,-0.7960321348637507,2.0,0.25,257262763.96888503,1.055505197285329,4758366.568897272,False,False
TARGET_BPA_1_ITR_T2,_ITR_T2,RandomForest,3457828.963832114,2860615.481081537,0.0538410103716193,-4.098285907952095,0.9809731781927621,-0.2106915194002532,1.9677841793363844,0.25,32513064.15894239,0.08813951467756115,4758366.568897272,True,False
TARGET_BPA_1_ITR_T2,_ITR_T2,GradientBoosting,2837219.600322995,2387959.5321607203,0.053783186577403753,-1.715127853443357,0.9805111715013383,-0.39710135115986245,1.5153303672708123,0.5,32905435.46268461,0.07387053839473129,4758366.568897272,True,False
TARGET_BPA_1_ITR_T2,_ITR_T2,Ensemble,2361795.3753139745,2194963.160743418,0.05609177355594945,-2.8019726799016,0.9811012000315309,-0.2263854431097061,1.692840712043026,0.5,32403497.57986015,0.07299588649964368,4758366.568897272,True,False
TARGET_BPA_1_ITR_T3,_ITR_T3,Ridge,18944795.73023533,17975109.37757482,0.35068607921593165,-323.71206810359814,0.8501416970064699,-55.188430835116016,2.0,0.3333333333333333,93775406.21608868,0.4086988866517505,6711137.3982994575,False,False
TARGET_BPA_1_ITR_T3,_ITR_T3,SVR,32889718.78835816,32864562.907288134,1.0,-843.9902804868425,-0.18786753656966892,-1.882024184671399,2.0,0.29166666666666663,264017403.5635416,1.0312749586912624,6711137.3982994575,False,False
TARGET_BPA_1_ITR_T3,_ITR_T3,RandomForest,3352768.0963415476,2765103.324150225,0.06421499383126354,-6.524253488783542,0.9798800598601086,-0.7843007853975947,2.0,0.3333333333333333,34360691.16632289,0.07434576383169585,6711137.3982994575,True,False
TARGET_BPA_1_ITR_T3,_ITR_T3,GradientBoosting,1930185.25978806,1514977.6168937786,0.04842859341871501,-2.8209985160779025,0.9810765315811457,-0.5965533202607665,1.4492546820911385,0.41666666666666663,33323370.273261696,0.05751926043326595,6711137.3982994575,True,False
TARGET_BPA_1_ITR_T3,_ITR_T3,Ensemble,2347668.4020007993,1874975.017082334,0.04738625551862844,-3.2765260008108292,0.9806465421475997,-0.604442156622546,1.4365493832042526,0.3333333333333333,33699839.65241294,0.05959711318280109,6711137.3982994575,True,False
TARGET_BPA_1_DFP,_DFP,Ridge,14014656.819012893,13422634.151235297,0.37518174475082944,,0.9560248343295128,,,0.0,49167511.81090774,0.3992648121840526,5697679.3144098,False,False
TARGET_BPA_1_DFP,_DFP,SVR,30631383.39803956,30631383.39803956,1.0,,-0.1866451845254522,,,0.0,255408254.60656595,1.009431629684377,5697679.3144098,False,False
TARGET_BPA_1_DFP,_DFP,RandomForest,3604046.766223403,3585356.8330373517,0.07777692701547588,,0.9926278661482245,,,0.0,20131266.335595153,0.0844855522460389,5697679.3144098,True,False
TARGET_BPA_1_DFP,_DFP,GradientBoosting,3046998.258205802,2781141.6197211295,0.07150663260224915,,0.989323572483896,,,0.0,24226320.958209034,0.08146417158450724,5697679.3144098,True,False
TARGET_BPA_1_DFP,_DFP,Ensemble,3047041.5734125697,2415432.5336931446,0.07704096484745958,,0.9913972853579707,,,0.0,21746644.11552099,0.07415523297421057,5697679.3144098,True,False
TARGET_BPA_1.01_ITR_T1,_ITR_T1,Ridge,3965652.1081238054,3521091.3055586605,0.3073927442719789,-18.13048698247988,0.6410112612152743,-13.231894521143278,2.0,0.4,18907703.511002127,0.3981738531505492,24363223.70226622,True,False
TARGET_BPA_1.01_ITR_T1,_ITR_T1,SVR,8552437.79244486,8252725.356224711,0.8311729050967359,-181.97658325866118,-0.3374899379730447,-0.421281864631154,2.0,0.4,36495862.58062791,0.8996018795912855,24363223.70226622,True,False
TARGET_BPA_1.01_ITR_T1,_ITR_T1,RandomForest,1543036.9152300623,1219989.7589309919,0.11504977979380214,-2.040469827251701,0.9660956454143024,-0.3494992854417531,1.4011505165383156,0.4,5810668.661843166,0.12419635079010927,24363223.70226622,True,False
TARGET_BPA_1.01_ITR_T1,_ITR_T1,GradientBoosting,1519936.9215555168,866395.9155590484,0.08111419638965589,-1.0779802595599395,0.9828697036686801,-0.051034540407528084,1.241687626537031,0.4,4130292.500867249,0.10010767936782486,24363223.70226622,True,False
TARGET_BPA_1.01_ITR_T1,_ITR_T1,Ensemble,1529801.940769181,1021736.1649451449,0.09253328546006188,-1.2292555949136243,0.9792192680726364,-0.02862731759659587,1.1691471500040576,0.4,4549134.6415738985,0.10805864921959131,24363223.70226622,True,False
TARGET_BPA_1.01_ITR_T2,_ITR_T2,Ridge,3474542.799180704,3286157.5572260115,0.31872917274493806,-34.45620556509425,0.6800817363915648,-7.515288160405241,2.0,0.25,17916035.70818919,0.39928441750983523,22274571.18708296,True,False
TARGET_BPA_1.01_ITR_T2,_ITR_T2,SVR,7469980.997323847,7374870.685363874,0.8254265140947051,-120.2743870403095,-0.3288355489738706,-0.38018389049141144,2.0,0.4,36513883.14022875,0.8798691549799903,22274571.18708296,True,False
TARGET_BPA_1.01_ITR_T2,_ITR_T2,RandomForest,1692723.1461761366,1267838.0441601146,0.09155696031378373,-3.161265907820022,0.9722643074070084,-0.5670774915928638,1.4142178698096213,0.4,5275236.1992075965,0.11062134247141105,22274571.18708296,True,False
TARGET_BPA_1.01_ITR_T2,_ITR_T2,GradientBoosting,1056288.0486160237,1001972.3304599815,0.0783689825354938,-1.2411984341054851,0.9748474744379908,-0.828976605955239,1.0717524669102634,0.5,5023578.602178407,0.09393764290191743,22274571.18708296,True,False
TARGET_BPA_1.01_ITR_T2,_ITR_T2,Ensemble,1264007.9966064526,1002507.3113502841,0.07902676338647416,-1.6991823753936055,0.976315992367506,-0.5665797077569326,1.2226569036954444,0.5,4874723.629349925,0.09651823500226693,22274571.18708296,True,False
TARGET_BPA_1.01_ITR_T3,_ITR_T3,Ridge,3926669.8490021927,3544776.9317131704,0.2888437576126318,-34.658600674558215,0.5898222207214308,-33.611159405657446,2.0,0.3333333333333333,20010398.302978043,0.3485775612859446,23108277.6122545,True,False
TARGET_BPA_1.01_ITR_T3,_ITR_T3,SVR,8071701.0936692795,7979548.173062886,0.8471291942803805,-186.0436214736821,-0.3282862749892992,-0.5951095610161332,2.0,0.3333333333333333,36009368.99280812,0.8664290927606536,23108277.6122545,True,False
TARGET_BPA_1.01_ITR_T3,_ITR_T3,RandomForest,1296132.2000625376,1024858.9494796933,0.08526651594708085,-3.2683120935265286,0.9709050327360605,-0.8194510578203567,1.370913583362117,0.3333333333333333,5329403.526646917,0.09299789866175429,23108277.6122545,True,False
TARGET_BPA_1.01_ITR_T3,_ITR_T3,GradientBoosting,1173997.1498425156,1046403.9282688724,0.06900052380146754,-1.2736027244892119,0.9802182823916322,-1.1920662218420297,1.3059736348280782,0.3333333333333333,4394421.061125894,0.08166602534257963,23108277.6122545,True,False
TARGET_BPA_1.01_ITR_T3,_ITR_T3,Ensemble,1313663.7416698716,1054708.3243658706,0.07577457847798477,-1.9659270491702985,0.9772157719099857,-0.9683144895593647,1.3047612641814206,0.41666666666666663,4716141.515786148,0.08319561004045284,23108277.6122545,True,False
TARGET_BPA_1.01_DFP,_DFP,Ridge,3813689.0375500685,3622772.0668329024,0.312992468764614,,0.7686042559277828,,,0.0,14735867.55221213,0.3166051269667031,24470589.922489133,True,False
TARGET_BPA_1.01_DFP,_DFP,SVR,8784272.485497948,8784272.485497946,0.839726209581433,,-0.35840159517640346,,,0.0,35703608.9640856,0.8723661478717071,24470589.922489133,True,False
TARGET_BPA_1.01_DFP,_DFP,RandomForest,1361953.4192463,1299241.730027103,0.08300797996920273,,0.9758372523939484,,,0.0,4761800.372191027,0.11230959793938342,24470589.922489133,True,False
TARGET_BPA_1.01_DFP,_DFP,GradientBoosting,1127626.7034246274,1022414.3966215899,0.10135285301038562,,0.9888297367313679,,,0.0,3237648.7477069595,0.1107691415100183,24470589.922489133,True,False
TARGET_BPA_1.01_DFP,_DFP,Ensemble,1252708.6600276616,1060761.0553102728,0.08334959051652031,,0.9844608348445018,,,0.0,3818667.6947496575,0.10660523201460682,24470589.922489133,True,False
TARGET_BPP_2.01_ITR_T1,_ITR_T1,Ridge,2775955.1681832112,2393266.124079413,0.28526758150556325,-9.446726175726026,0.9177402013935758,-10.029001474976045,2.0,0.4,10490256.182571488,0.3295261727473349,1327788.7285018903,False,False
TARGET_BPP_2.01_ITR_T1,_ITR_T1,SVR,3653257.459204003,3616114.07953535,0.9499254755179921,-85.0809764050303,-0.2030042027600376,-0.04169880962051309,2.0,0.4,40116759.56268354,1.0195207274232454,1327788.7285018903,False,False
TARGET_BPP_2.01_ITR_T1,_ITR_T1,RandomForest,905110.304588296,682434.9929809927,0.08878617380791837,-0.753179805886415,0.9581671956102066,0.41655128170876377,1.0992794191048647,0.6,7480846.838750943,0.10703128814905917,1327788.7285018903,True,False
TARGET_BPP_2.01_ITR_T1,_ITR_T1,GradientBoosting,1050296.3302349057,679096.6971672252,0.07043821722546055,-0.4650248307394269,0.960437886312471,0.30062494903325476,0.9604660741064037,0.6,7274983.5658087805,0.11652113185442053,1327788.7285018903,True,True
TARGET_BPP_2.01_ITR_T1,_ITR_T1,Ensemble,891799.3667637868,564003.253847777,0.07437494679063827,-0.04732534517528042,0.9595629749442007,0.38097513198675015,0.89511059977292,0.6,7354986.363171918,0.10498304077356152,1327788.7285018903,True,True
TARGET_BPP_2.01_ITR_T2,_ITR_T2,Ridge,2678323.994281428,2498094.96113305,0.3196031251766401,-16.095550191523124,-0.5001278147244996,-46.93324336304291,2.0,0.5,45011021.54633857,0.41635339661991416,1238719.8077064885,False,False
TARGET_BPP_2.01_ITR_T2,_ITR_T2,SVR,3686672.78379416,3643764.669042724,0.9303692484970517,-77.18427255663957,-0.20124925269299276,0.14193971583166087,2.0,0.3666666666666667,40278315.83307224,1.0131215028204772,1238719.8077064885,False,False
TARGET_BPP_2.01_ITR_T2,_ITR_T2,RandomForest,1128903.2756411624,766317.7328975678,0.10633913461482751,-1.1558701197517463,0.9675051581603673,0.22392607686576438,1.0822055602395304,0.5,6624634.949896161,0.1283848384747033,1238719.8077064885,True,False
TARGET_BPP_2.01_ITR_T2,_ITR_T2,GradientBoosting,1005240.1500806113,747932.0540401023,0.09183081888571097,-0.7569573020611644,0.9721070317958833,0.2853930211461161,1.0095752160912785,0.45,6137649.781118158,0.13696985021516267,1238719.8077064885,True,False
TARGET_BPP_2.01_ITR_T2,_ITR_T2,Ensemble,1040105.1338412344,787987.2520251066,0.08373554305003257,-0.7027702265620029,0.9702277182267092,0.2802210786183559,1.000897825825771,0.45,6341044.457476998,0.12928723423248975,1238719.8077064885,True,False
TARGET_BPP_2.01_ITR_T3,_ITR_T3,Ridge,3381407.2114153816,2879266.3235197035,0.29563617686464616,-26.61545190244222,0.4949721960391925,-16.884648116735207,2.0,0.3333333333333333,26138723.064401533,0.3514532886680921,1703126.5153028967,False,False
TARGET_BPP_2.01_ITR_T3,_ITR_T3,SVR,4659063.691416682,4637162.794102501,0.8973249801489374,-152.75528106842083,-0.19291413576205385,0.6013522224399293,2.0,0.3333333333333333,40172727.20469214,1.0052078715657764,1703126.5153028967,False,False
